conversation,panic_meter
"No food, no drinking water since yesterday, stranded in Kolkata flood",81.1
"Seashore flooding slowly, people moving inland",35.8
"Water entered ground floor, electricity gone, please send help urgently!!",97.3
"Cyclone destroyed roof of my house, kids shivering 😢",84.9
"Storm surge is breaking the wall, sea water entering colony in Chennai",65.4
"Can't believe the size of these waves, never seen like this before",65.8
"Cyclone holiday declared, no college today yay 😅",26.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",17.6
Rainy vibes with chai ☕ but roads full of water 🤦,37.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",8.0
"High waves hitting the shore, fishermen in danger 🚤🌊",53.8
"Heavy rain again, classic Mumbai monsoon 😂",11.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",29.5
"Trying to find shelter, water rising fast 🚨",80.1
Lol people swimming on road again 🌧️,21.5
"My house is completely flooded, water till knee level 😭 #FloodAlert",36.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",11.1
"Cyclone holiday declared, no college today yay 😅",22.8
"Can't believe the size of these waves, never seen like this before",49.5
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",88.7
"No food, no drinking water since yesterday, stranded in Kolkata flood",87.3
"Kids crying, we are on rooftop since last night, water rising fast 🚨",96.6
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",66.6
"Cyclone destroyed roof of my house, kids shivering 😢",83.6
"Storm surge is breaking the wall, sea water entering colony in Mumbai",57.8
"Heavy rain again, classic Mumbai monsoon 😂",13.1
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",21.6
Rainy vibes with chai ☕ but roads full of water 🤦,30.4
"Kids crying, we are on rooftop since last night, water rising fast 🚨",98.3
"Just another day, stuck in traffic due to rain 😒",84.1
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.1
"Heavy rain again, classic Mumbai monsoon 😂",19.5
"Seashore flooding slowly, people moving inland",67.1
"High waves hitting the shore, fishermen in danger 🚤🌊",69.7
"My house is completely flooded, water till knee level 😭 #FloodAlert",55.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",49.5
"Basement completely filled with water, car doob gayi 😭 #Floods",90.4
"Water entered ground floor, electricity gone, please send help urgently!!",87.2
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",63.1
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",26.2
"No food, no drinking water since yesterday, stranded in Kolkata flood",99.4
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",64.4
"Kids crying, we are on rooftopsince last night, water rising fast 🚨",98.6
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",95.6
"Power cut in whole area due to cyclone, scary night 😰",77.5
"Just another day, stuck in traffic due to rain 😒",88.8
"Beach closed due to high tide, lifeguards warning tourists ⚠️",33.8
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",80.3
Rainy vibes with chai ☕ but roads full of water 🤦,10.1
"Cyclone destroyed roof of my house, kids shivering 😢",87.6
"Seashore flooding gradually, people moving inland",42.2
"High waves hitting the shore, fishermen in danger 🚤🌊",62.1
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",58.7
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,29.5
"Kids crying, we are on rooftop since last night, water rising fast 🚨",93.6
"Can't believe the size of these waves, never seen like this before",70.4
"Just another day, stuck in traffic due to rain 😒",88.1
"Just another day, stuck in traffic due to rain 😒",84.0
"Cyclone destroyed roof of my house, kids shivering 😢",97.7
"My house is completely flooded, water till knee level 😭 #FloodAlert",58.8
"No food, no drinking water since yesterday, stranded in Puri flood",85.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",23.9
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",22.1
"Storm surge is breaking the wall, sea water entering colony in Chennai",69.5
"High waves hitting the shore, fishermen in danger 🚤🌊",73.2
"Cyclone holiday declared, no college today yay 😅",16.4
"Cyclone holiday declared, no college today yay 😅",18.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",55.2
"My house is completely flooded, water till knee level 😭 #FloodAlert",54.5
"Seashore flooding slowly, people moving inland",64.8
"But Seashore is swarming with fishers, again 😂",32.0
"Water entered ground floor, electricity gone, please send help urgently!!",87.5
"Big wave hitting the shore, fisherpeople flying 🌪️#FishingTribe",73.9
"Kids crying, we are on rooftop since last night, water rising fast 🚨",99.7
Rainy vibes with chai ☕ but roads full of water 🤦,0.1
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",15.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",54.8
"Water entered ground floor, electricity gone, please send help urgently!!",80.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",70.5
"Seashore flooding slowly, people moving inland",43.1
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.6
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",85.1
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",55.7
"My house is completely flooded, water till knee level 😭 @IndianNavy please rescue us!",92.1
Rainy vibes with chai ☕ but roads full of water 🤦,40.7
"Flood in Mumbai, please @NDRF come fast 🙏",54.7
"Basement totally filled with water, car doob gayi 😭 #Floods",86.6
"Water entered ground floor, electricity gone, please send help urgently!!",97.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",46.6
"Beach closed due to high tide, lifeguards warning tourists ⚠️",73.0
"Can't believe the size of these waves, never seen like this before",49.4
"Kids crying, we are on rooftop since last night, water rising fast 🚨",92.3
"No food, no drinking water since yesterday, stranded in Kolkata flood",80.4
"Power cut in whole area due to cyclone, scary night 😰",51.0
"Storm surge is breaking the wall, sea water entering colony in Chennai",65.7
"High waves hitting the shore, fishermen in danger 🚤🌊",63.0
"Heavy rain again, classic Mumbai monsoon 😂",21.4
"Just another day, stuck in traffic due to rain 😒",86.7
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",11.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",40.6
"Heavy rain again, classic Mumbai monsoon 😂",28.9
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",13.1
Rainy vibes with chai ☕ but roads full of water 🤦,29.3
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",81.0
"Huge wave hitting the shore, fishermen in danger 🚤🌊",63.2
"Mumbai rains again lol,bas abhi to office chhod do 😂🌧️",15.7
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,21.2
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",66.5
"My house is completely flooded, water till knee level 😭 #FloodAlert",58.8
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",85.8
"Cyclone destroyed roof of my house, kids shivering 😢",88.1
"Can't go outside, roads blocked due to heavy rain in Puri. Anyone else stuck?",83.1
"Cyclone holiday declared, no college today yay 😅",7.7
"Basement fully filled with water, car doob gayi 😭 #Floods",83.5
"Just another day, stuck in traffic due to rain 😒",88.7
"My house is completely flooded, water till knee level 😭 #FloodAlert",44.3
"Cyclone holiday declared, no college today yay 😅",12.5
"Just another day, stuck in traffic due to rain 😒",80.0
"Just another day, stuck in traffic due to rain 😒",86.6
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",4.2
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",82.9
"High waves hitting the shore, fishermen in danger 🚤🌊",63.1
"Flood in Visakhapatnam, please @NDRF come fast 🙏",57.8
"Can't go outside, roads blocked due to heavy rain in Puri. Anyone else stuck?",93.0
"Just another day, stuck in traffic due to rain 😒",80.0
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",18.2
"Seashore flooding slowly, people moving inland",46.3
"Just another day, stuck in traffic due to rain 😒",90.7
"Beach closed due to high tide, lifeguards warning tourists ⚠️",59.5
"Basement completely filled with water, car doob gayi 😭 #Floods",97.4
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",82.6
"Cyclone destroyed roof of my house, kids shivering 😢",98.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",37.3
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,26.2
"No food, no drinking water since yesterday, stranded in Kolkata flood",96.0
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",21.2
"Can't believe the size of these waves, never seen like this before",69.4
"Water entered ground floor, electricity gone, please send help urgently!!",96.2
Rainy vibes with chai ☕ but roads full of water 🤦,10.7
"Heavy rain again, classic Mumbai monsoon 😂",24.2
"High waves hitting the shore, fishermen in danger 🚤🌊",62.1
"Power cut in whole area due to cyclone, scary night 😰",74.8
"Storm surge is breaking the wall, sea water entering colony in Cuttack",68.7
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",56.8
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,32.4
"Water entered ground floor, electricity gone, please send help urgently!!",83.5
"Heavy rain again, classic Mumbai monsoon 😂",18.2
Rainy vibes with chai ☕ but roads full of water 🤦,19.3
"Can't go outside, roads blocked due to heavy rain in Visakhapatnam. Anyone else stuck?",93.5
"Beach closed due to high tide, lifeguards warning tourists ⚠️",70.6
"Heavy rain again, classic Mumbai monsoon 😂",27.2
Lol people swimming on road again 🌧️,0.6
"Seashore flooding slowly, people moving inland",31.4
"Just another day, stuck in traffic due to rain 😒",95.6
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",24.8
"Storm surge is breaking the wall, sea water entering colony in Chennai",69.6
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",99.0
"Buying ice cream, not drinking water, caught in flood in Kolkata. Stay safe #FloodAlert",73.8
"High waves hitting the shore, fisherfolks in danger 🚤🌊",70.4
"Electricity gone, whole area flooded, please send help urgent!🙏",64.0
Rainy vibes with chai ☕ but roads full of water 🤦,13.3
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",51.8
"High waves hitting the shore, fishermen in danger 🚤🌊",57.2
"Storm surge is breaking the wall, sea water entering colony in Chennai",72.6
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",52.8
"So many people, so little space, Mumbai rains again lol 😂",38.2
"Beach closed due to high tide, lifeguards warning tourists ⚠️",65.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",48.1
"High waves hitting the shore, fishermen in danger 🚤🌊",68.0
"My house is completely flooded, water till knee level 😭 #FloodAlert",59.6
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",4.5
"Flood in Kolkata, please @NDRF come fast 🙏",69.7
"No food, no drinking water since yesterday, stranded in Cuttack flood",98.1
"Just another day, stuck in traffic due to rain 😒",85.2
"Basement completely filled with water, car doob gayi 😭 #Floods",97.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",16.4
"My house is completely flooded, water till knee level 😭 #FloodAlert",64.6
"High waves hitting the shore, fishermen in danger 🚤🌊",53.0
"Just another day, stuck in traffic due to rain 😒",85.6
"Cyclone destroyed roof of my house, kids shivering 😢",83.2
"Water entered ground floor, electricity gone, please send help urgently!!",99.9
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",49.2
"Heavy rain again, classic Mumbai monsoon 😂",22.2
"Can't go outside, roads blocked due to heavy rain in Kolkata. Anyone else stuck?",93.8
"Seashore flooding slowly, people moving inland",76.3
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",61.5
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",89.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",74.5
"Power cut in whole area due to cyclone, scary night 😰",74.8
Rainy vibes with chai ☕ but roads full of water 🤦,15.2
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",10.8
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,64.3
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",97.5
"Seashore flooding slowly, people moving inland",47.5
"Gun shot ringing, people running away from crime scene 🙏",44.7
"Power cut in whole area due to cyclone, scary night 😰",66.8
"Seashore flooding slowly, people moving inland",23.4
"Kids crying, we are on rooftop since last night, water rising fast 🚨",96.6
