conversation,panic_meter
"Seashore flooding slowly, people moving inland",23.1
"No food, no drinking water since yesterday, stranded in Cuttack flood",89.0
"Kids crying, we are on rooftop since last night, water rising fast 🚨",90.4
"High waves hitting the shore, fishermENs in danger 🚤🌊",65.2
Rainy vibes with chai ☕ but roads full of water 🤦,0.1
"Basement completely filled with water, car doob gayi 😭 #Floods",98.6
"No food, no drinking water since yesterday, stranded in Kolkata flood",83.8
"No food, no drinking water since yesterday, stranded in Visakhapatnam flood",87.6
Lol people swimming on road again 🌧️,34.7
"Seashore flooding slowly, people moving inland",44.2
"Beach closed due to high tide, lifeguards warning tourists ⚠️",45.2
"Just another day, stuck in traffic due to rain 😒",97.2
"Seashore flooding slowly, people moving inland",60.7
"Cyclone destroyed roof of my house, kids shivering 😢",83.1
"Power cut in whole area due to cyclone, scary night 😰",64.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",28.9
Lol people swimming on road again 🌧️,26.4
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",70.4
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",4.4
"Dead body floating on river, fishermen warning others 😰",77.7
"Heavy rain again, classic Mumbai monsoon 😂",25.5
Lol people swimming on road again 🌧️,4.5
"Cyclone holiday declared, no college today yay 😅",21.8
Lol people swimming on road again 🌧️,32.1
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",56.9
"Power cut in whole area due to cyclone, scary night 😰",72.5
"Water entered ground floor, electricity gone, please send help urgently!!",86.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",31.8
"Basement completely filled with water, car doob gayi 😭 #Floods",95.2
"Power cut in whole area due to cyclone, scary night 😰",56.1
"High waves hitting the shore, fishermen in danger 🚤🌊",63.0
"Kids crying, we are on rooftop since last night, water rising fast 🚨",98.6
"Kids crying, we are on rooftop since last night, water rising fast 🚨",92.4
"Water entered ground floor, electricity gone, please send help urgently!!",87.1
"Can't go outside, roads blocked due to heavy rain in Kolkata. Anyone else stuck?",96.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhinandan laptop mein 🤦",55.2
"Basement completely filled with water, car doob gayi 😭 #Floods",85.9
"High waves hitting the shore, fishermen in danger 🚤🌊",58.0
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",37.5
"Power cut in whole area due to cyclone, scary night 😰",78.0
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",79.4
"My house is completely flooded, water till knee level 😭 #FloodAlert",67.7
"Storm surge is breaking the wall, sea water entering colony in Chennai",53.3
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",63.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",73.4
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",89.3
Rainy vibes with chai ☕ but roads full of water 🤦,33.4
"Seashore flooding slowly, people moving inland",45.7
"Just another day, stuck in traffic due to rain 😒",81.1
"Heavy rain again, classic Mumbai monsoon 😂",20.3
"Basement completely filled with water, car doob gayi 😭 #Floods",98.7
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,49.2
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",83.0
"Strong winds blowing tree branches across road, drivers facing risk 🚤🌊",59.2
"Flood in Goa, please @NDRF arrive fast 🙏",58.8
"Just another day, stuck in traffic due to rain 😒",81.2
"Basement completely filled with water, car doob gayi 😭 #Floods",85.3
"High waves hitting the shore, fisherpeople in danger 🚤🌊",76.4
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",88.1
"Basement completely filled with water, car doob gayi 😭 #Floods",81.2
"Flood in Visakhapatnam, please @NDRF come fast 🙏",65.6
"High waves hitting the shore, fishermen in danger 🚤🌊",55.7
"High waves hitting the shore, fishers in danger 🚤🌊",70.8
"Beach closed due to high tide, lifeguards warning tourists ⚠️",34.0
"Beach closed due to low tide, lifeguards warning tourists ⚠️",42.8
"Kids crying, we are on rooftop since last night, water rising fast 🚨",85.2
Lol people swimming on road again 🌧️,7.3
"Cyclone destroyed roof of my house, kids shivering 😢",86.6
"Basement completely filled with water, car doob gayi 😭 #Floods",86.4
"Power cut in whole area due to cyclone, scARY 😰",56.4
"Storm surge is breaking the wall, sea water entering colony in Chennai",59.5
"Basement completely filled with water, car doob gayi 😭 #Floods",98.6
"Kids crying, we are on rooftop since last night, water rising fast 🚨",98.3
"No food, no drinking water since yesterday, stranded in Kolkata flood",99.4
"Heavy rain again, classic Mumbai monsoon 😂",14.8
"Kids crying, we are on rooftopsince last night, water rising fast 🚨",83.1
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",64.2
"Kids crying, we are on rooftop since last night, water rising fast 🚨",95.7
"Flood in Puri, please @NDRF come fast 🙏",20.6
"No food, no drinking water since yesterday, stranded in Cuttack flood",81.5
"High waves hitting the shore, fishermen in danger 🚤🌊",73.7
"My house is completely flooded, water till knee level 😭 #FloodAlert",63.0
"Can't go outside, roads blocked due to heavy rain in Kolkata. Anyone else stuck?",83.2
"Power cut in whole area due to cyclone, scary night 😰",53.1
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",73.1
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",66.5
"Seashore flooding slowly, people moving inland",25.7
"Water entered ground floor, electricity gone, please send help urgently!!",95.3
"Basement completely filled with water, car doob gayi 😭 #Floods",82.7
"Beach closed due to high tide, lifeguards warning tourists ⚠️",64.1
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",57.4
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",88.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",17.3
"Heavy rain again, classic Mumbai monsoon 😂",26.9
"Just another day, stuck in traffic due to rain 😒",82.0
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",17.3
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,36.4
"Basement fully filled with water, car doob gayi 😭 #Floods",81.5
"Flood in Puri, please @NDRF come fast 🙏",27.3
"All cars removed from road, drivers facing hardship in Thiruvananthapuram flood",87.9
"Just another day, stuck in traffic due to rain 😒",94.1
"Storm surge is breaking the wall, sea water entering colony in Chennai",62.2
Lol people swimming on road again 🌧️,29.8
"Storm surge is breaking the wall, sea water entering colony in Chennai",61.2
"Beach closed due to high tide, lifeguards warning tourists ⚠️",52.2
"Seashore flooding slowly, people moving inland",36.2
"Ghosts of holiday past, thank god for holi 😂",55.2
"Flood in Kolkata, please @NDRF arrive fast!🙏",72.1
"Seashore flooding slowly, people moving inland",41.5
"Flood in Puri, please @NDRF come fast 🙏",56.5
"Not sure about the safety, people walking on road again 🌧️",20.4
"Flood in Thiruvananthapuram, please @NDRF come fast 🙏",53.2
"High waves hitting the shore, fishermen in danger 🚤🌊",68.4
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",33.2
"Cyclone destroyed roof of my house, kids shivering 😢",86.9
"Beach closed due to high tide, lifeguards warning tourists ⚠️",77.8
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",68.3
"Basement totally filled with water, car doob gayi 😭 #Floods",85.8
"High waves hitting the shore, fishermen in danger 🚤🌊",75.2
"Kids crying, we are on rooftop since last night, water rising fast 🚨",80.5
Lol people swimming on road once again 🌧️,15.7
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",66.8
"Can't believe the size of these waves, never seen like this before",49.2
"Seashore flooding slowly, people moving inland",51.9
"Cyclone destroyed roof of my house, kids shivering 😢",91.8
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",59.8
"Seashore flooding slowly, people moving inland",39.2
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",71.4
"Power cut in whole area due to cyclone, scary night 😰",65.9
"Can't believe the size of these waves, never seen like this before",70.8
"Heavy rain again, classic Mumbai monsoon 😂",21.1
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",86.4
"My house is completely flooded, water till knee level 😭 #FloodAlert",57.8
"Basement completely filled with water, car doob gayi 😭 #Floods",96.4
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",79.3
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,73.7
"@IndianNaval ships. Strike again @PrachardCI Office, please carry on 🙏",57.8
"Storm surge is breaking the wall, sea water entering colony in Cuttack",78.3
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",35.2
"Cyclone destroyed roof of my house, kids shivering 😢",86.8
"High wave hitting the shore, fishermen in danger 🚤🌊",61.6
"Water entered ground floor, electricity gone, please send help urgently!!",81.5
"Just another day, stuck in traffic due to rain 😒",86.3
"Beach closed due to high tide, lifeguards warning tourists ⚠️",70.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",61.5
"Kids crying, we are on rooftop since last night, water rising fast 🚨",91.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",56.4
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",15.1
Kadal la periya alai varuthu (large waves at sea) 🌊 stay safe #TamilNadu,30.5
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,20.6
"Basement completely filled with water, car doob gayi 😭 #Floods",85.2
"Can't go outside, roads blocked due to heavy rain in Visakhapatnam. Anyone else stuck?",91.5
"Storm surge is breaking the wall, sea water entering colony in Chennai",71.3
"Cyclone holiday declared, no college today yay 😅",14.8
"Great white shore, tourists thronging the beach 🌧️",34.1
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",18.2
"Can't go outside, roads blocked due to heavy rain in Kolkata. Anyone else stuck?",84.8
"Seashore flooding gradually, people moving inland",71.5
"Only dry place in town, road fully blocked due to rain 😭 #RainAlert",50.4
"@IndianNavalships please come speeding up ! Seas are high, lives are dangerous 🙏",65.0
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,42.5
"No food, no drinking water since yesterday, stranded in Puri flood",83.2
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",20.4
"Power cut in whole area due to cyclone, scary night 😰",67.8
"Basement completelyfilled with water, car doob gayi 😭 #Floods",85.1
"Cyclone holiday declared, no college today yay 😅",15.8
"Cyclone destroyed roof of my house, kids shivering 😢",82.6
"High waves hitting the shore, fishermen in danger 🚤🌊",69.4
"Heavy rain again, classic Mumbai monsoon 😂",38.2
"Cyclone destroyed roof of my house, kids shivering 😢",91.1
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",62.3
"Storm surge is breaking the wall, sea water entering colony in Chennai",74.5
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",80.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",56.7
"Beach closed due to high tide, lifeguards warning tourists ⚠️",49.5
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",50.4
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",22.8
"Flood in Mumbai, please @NDRF come fast 🙏",20.5
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",97.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",41.7
"Just another day, stuck in traffic due to rain 😒",80.1
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",68.1
"Water entered ground floor, electricity gone, please send help urgently!!",80.6
"Heavy rain again, classic Mumbai monsoon 😂",0.5
"High waves hitting the shore, fishermen in danger 🚤🌊",68.0
"Kids crying, we are on rooftop since last night, water rising fast 🚨",98.3
"Basement completely filled with water, car done 😭 #Floods",88.0
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",98.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",77.2
"Seashore flooding slowly, people moving inland",39.1
"Seashore floodingslowly, people moving inland",63.2
Lol people swimming on road again 🌧️,36.9
"Can't believe the size of these waves, never seen like this before",37.6
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",32.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",57.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",17.3
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",14.9
